"tech","announced","status","dim_length","dim_breadth","dim_thickness","weight","sim","display_tech","display_size","display_res","aspect_ratio","ip_certification","os","chipset","cpu","gpu","card_slot","ram","bt_v","gps","radio","nfc","wlan","battery_mah","audio_jack","price","camera","video","selfie","oem","device"
"GSM / HSPA / LTE","2015, October","Available. Released 2015, October","142","67","7.2","131","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","1080 x 1920","16:9","NA","Android 5.1 (Lollipop)","Qualcomm MSM8939 Snapdragon 615","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","3","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","280","13 MP, autofocus, LED flash","1080p@30fps","13 MP, 1080p@30fps","ZTE","Blade S7"
"GSM / HSPA / LTE","2015, October","Available. Released 2015, November","143.5","70","7.9","140","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 5.1.1 (Lollipop)","Qualcomm MSM8939v2 Snapdragon 616","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSD","3","NA","Yes","No","NA","Yes","2800","Yes","330","13 MP, phase detection autofocus, LED flash","Yes","8 MP","ZTE","Axon mini"
"GSM / HSPA / LTE","2015, September","Available. Released 2015, September","153.9","76","9.4","170.1","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)","Qualcomm MSM8916 Snapdragon 410","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSD","2","4","Yes","No","NA","Wi-Fi","3000","Yes","130","8 MP, autofocus, LED flash","1080p@30fps","2 MP","ZTE","Zmax 2"
"GSM / HSPA / LTE","2015, September","Available. Released 2015, September","154","75","9.3","NA","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 5.0 (Lollipop)","Qualcomm MSM8994 Snapdragon 810","Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57)","Adreno 430","microSD","3","4","Yes","To be confirmed","Yes","Wi-Fi","3000","Yes","420","Dual: 13 MP + 2 MP, autofocus, dual-LED flash","2160p@30fps, 1080p@30fps, 720p@120fps","8 MP","ZTE","Axon Elite"
"GSM / HSPA / LTE","2015, June","Available. Released 2015, August","148","72","5.5","140","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8939 Snapdragon 615","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2200","Yes","350","13 MP, autofocus, LED flash","1080p@30fps","8 MP, 1080p","ZTE","nubia My Prague"
"GSM / CDMA / HSPA / LTE","2015, July","Available. Released 2015, November","154.5","75.3","9.7","168","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1440 x 2560","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8994 Snapdragon 810","Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57)","Adreno 430","microSD","4","4.1","Yes","No","Yes","Wi-Fi","3000","Yes","450","Dual: 13 MP + 2 MP, autofocus, dual-LED flash","2160p@30fps","8 MP","ZTE","Axon Lux"
"GSM / HSPA / LTE","2015, July","Available. Released 2015, July","165.1","82.6","10.2","194.8","Yes","IPS LCD capacitive touchscreen, 16M colors","5.7","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","NA","Quad-core 1.2 GHz","NA","No","2","NA","Yes","To be confirmed","NA","Yes","3400","Yes","180","8 MP","1080p@30fps","1 MP, 720p","ZTE","Boost Max+"
"GSM / HSPA / LTE","2015, June","Available. Released 2015, July","145.5","72.8","9.4","NA","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5","480 x 854","16:9","NA","Android 5.1 (Lollipop)","Qualcomm MSM8909 Snapdragon 210","Quad-core 1.1 GHz Cortex-A7","Adreno 304","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2200","Yes","NA","5 MP, autofocus, LED flash","Yes","2 MP","ZTE","Blade A460"
"GSM / HSPA / LTE","2015, July","Available. Released 2015, August","142","69.5","6.8","122","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.0.2 (Lollipop)","Mediatek MT6735","Quad-core 1.3 GHz Cortex-A53","Mali-T720MP2","microSD","2","4","Yes","To be confirmed","Yes","Wi-Fi","2200","Yes","NA","13 MP, autofocus, dual-LED dual-tone flash","1080p@30fps","5 MP","ZTE","Blade D6"
"GSM / HSPA / LTE","2015, July","Available. Released 2015, August","153.9","73.7","9.4","172.9","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","1440 x 2560","16:9","NA","Android 5.1.1 (Lollipop), planned upgrade to 6.0 (Marshmallow)","Qualcomm MSM8994 Snapdragon 810","Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57)","Adreno 430","No","4","4","Yes","FM radio","Yes","Yes","3000","Yes","350","Dual: 13 MP + 2 MP, autofocus, dual-LED flash","2160p@30fps, 1080p@30fps, 720p@120fps","8 MP","ZTE","Axon Pro"
"GSM / HSPA / LTE","2015, June","Available. Released 2015, June","126","64","10.2","131","Micro-SIM","TN capacitive touchscreen, 16M colors","4","480 x 800","5:3","NA","Android 5.1 (Lollipop)","Mediatek MT6735M","Quad-core 1.0 GHz Cortex-A53","Mali-T720MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","1500","Yes","NA","5 MP, LED flash","Yes","VGA","ZTE","Blade A410"
"GSM / HSPA / LTE","2015, August","Available. Released 2015, September","137.4","68.6","10.2","137.5","Micro-SIM","TFT capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6735M","Quad-core 1.0 GHz Cortex-A53","Mali-T720MP2","microSD","1","4","Yes","To be confirmed","NA","Wi-Fi","1800","Yes","130","5 MP, LED flash","Yes","2 MP","ZTE","Obsidian"
"GSM / HSPA / LTE","2015, August","Available. Released 2015, August","145","72.8","9.3","145","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Qualcomm MSM8926 Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSD","2","4","Yes","To be confirmed","NA","Wi-Fi","2480","Yes","130","8 MP, autofocus, LED flash","1080p@30fps","2 MP","ZTE","Grand X2"
"GSM / HSPA / LTE","2015, June","Available. Released 2015, June","125","63.8","11.4","NA","Yes","Capacitive touchscreen","4","480 x 800","5:3","NA","Android 4.4 (KitKat)","NA","Quad-core 1.2 GHz","NA","microSD","1","4","Yes","TBC","NA","Wi-Fi","1650","Yes","NA","5 MP, LED flash","Yes","2 MP","ZTE","Sonata 2"
"GSM / HSPA / LTE","2015, June","Available. Released 2015, June","134.4","67","9.6","149","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8916 Snapdragon 410","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","110","5 MP, LED flash","Yes","2 MP","ZTE","Blade Apex 3"
"GSM / HSPA / LTE","2015, June","Available. Released 2015, June","134.9","66","9.9","133.5","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 5.1 (Lollipop)","Qualcomm Snapdragon 400","Quad-core 1.2 GHz","Adreno 305","microSD","1","4","Yes","TBC","NA","Wi-Fi","2100","Yes","50","5 MP, LED flash","Yes","VGA","ZTE","Maven"
"GSM / HSPA","2015","Available. Released 2015","134.5","67.5","9.5","166","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 5.0 (Lollipop)","Spreadtrum SC7731","Quad-core 1.3 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","1800","Yes","NA","8 MP, autofocus, LED flash","Yes","2 MP","ZTE","Blade Q Pro"
"GSM / HSPA / LTE","2015, June","Available. Released 2015, June","134.5","67.4","10.3","154","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)","Mediatek MT6732M","Quad-core 1.3 GHz Cortex-A53","Mali-T760MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2200","Yes","70","8 MP, autofocus, LED flash (India) or 5 MP, autofocus, LED flash (Malaysia)","720p@30fps","5 MP (India) or 2 MP (Malaysia)","ZTE","Blade Qlux 4G"
"GSM / CDMA / HSPA / LTE","2015, May","Available. Released 2015, June","147.4","68.3","8.9","192","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8994 Snapdragon 810","Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57)","Adreno 430","No","4","4.1","Yes","FM radio","Yes","Wi-Fi","2900","Yes","350","16 MP (f/2.0, 1/2.6"", 1.12 Âµm), autofocus, OIS, LED flash, check quality","2160p@24fps, 1080p@30fps, 480p@120fps, check quality","8 MP (f/2.0, 1/3.2"", 1.4 Âµm), 1080p","ZTE","nubia Z9"
"GSM / HSPA / LTE","2015, April","Available. Released 2015, April","155","78","7.7","139.3","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8939 Snapdragon 615","Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","2","4","Yes","FM radio","NA","Wi-Fi","3000","Yes","280","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Blade S6 Plus"
"GSM / CDMA / HSPA / LTE","2015, March","Available. Released 2015, April","154.8","76.6","7.9","165","Dual SIM (Nano-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8994 Snapdragon 810","Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57)","Adreno 430","microSD","3","4.1","Yes","To be confirmed","Yes","Wi-Fi","2900","Yes","200","16 MP, autofocus, LED flash","2160p@30fps","8 MP, 1080p","ZTE","nubia Z9 Max"
"GSM / CDMA / HSPA / LTE","2015, March","Available. Released 2015, April","141.3","69.8","8.2","147","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, capacitive touchscreen, 16M colors","5","1080 x 1920","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8939 Snapdragon 615","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2900","Yes","170","16 MP, f/2.0, autofocus, LED flash, check quality","1080p@30fps, check quality","8 MP, f/2.4, 1080p","ZTE","nubia Z9 mini"
"GSM / HSPA / LTE","2015, March","Cancelled","145.5","72.8","9.4","NA","Micro-SIM","Capacitive touchscreen","5","480 x 854","16:9","NA","Firefox OS 2.2","Qualcomm MSM8909 Snapdragon 210","Quad-core 1.1 GHz Cortex-A7","Adreno 304","microSD","1","NA","Yes","FM radio","NA","Wi-Fi","2200","Yes","NA","5 MP, autofocus, LED flash","Yes","2 MP","ZTE","Open L"
"GSM / CDMA / HSPA / EVDO / LTE","2015, March","Available. Released 2015, March","155","77","9.8","NA","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 4.4 (KitKat)","Qualcomm MSM8974AC Snapdragon 801","Quad-core 2.5 GHz Krait 400","Adreno 330","microSD","3","4","Yes","To be confirmed","NA","Wi-Fi","3100","Yes","300","16 MP, autofocus, dual-LED flash","2160p@30fps","8 MP, 1080p@30fps","ZTE","Grand S3"
"GSM / HSPA","2015, March","Available. Released 2015, April","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6582","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","To be confirmed","NA","Wi-Fi","2000","Yes","100","13 MP, autofocus, LED flash","Yes","5 MP","ZTE","Blade L3 Plus"
"GSM / HSPA","2015, February","Available. Released 2015, May","142.5","72.5","8.6","NA","Dual SIM","TFT capacitive touchscreen, 16M colors","5","480 x 854","16:9","NA","Android 5.0 (Lollipop)","Mediatek MT6582M","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","80","8 MP, autofocus, LED flash","Yes","2 MP","ZTE","Blade L3"
"GSM / HSPA","2015, February","Available. Released 2015, February","132","66","9.1","135","Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6572","Dual-core 1.3 GHz Cortex-A7","Mali-400","microSD","0.5","3","Yes","FM radio","NA","Wi-Fi","1850","Yes","100","5 MP or 8 MP, autofocus, LED flash","Yes","2 MP","ZTE","Blade G Lux"
"GSM / HSPA","2015, February","Available. Released 2015, February","125","64","9.8","120","Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4","480 x 800","5:3","NA","Android 4.4.2 (KitKat)","Mediatek MT6572m","Dual-core 1.0 GHz Cortex-A7","Mali-400","microSD","0.5","3","Yes","FM radio","NA","Wi-Fi","1200","Yes","70","2 MP","Yes","VGA","ZTE","Blade G"
"GSM / HSPA / LTE","2015, February","Available. Released 2015, February","139","71","9","165","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 4.4 (KitKat)","Qualcomm MSM8916 Snapdragon 410","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSD","1","4","Yes","To be confirmed","NA","Wi-Fi","2400","Yes","210","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","V5 Lux"
"GSM / HSPA / LTE","2015, January","Available. Released 2015, February","144","70.7","7.7","154","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.0.1 (Lollipop)","Qualcomm MSM8939 Snapdragon 615","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2400","Yes","220","13 MP (f/2.0, 1/3"", 1.12 Âµm), autofocus, LED flash, check quality","1080p@30fps, check quality","5 MP, f/2.7, 1080p","ZTE","Blade S6"
"GSM / HSPA / LTE","2015, January","Available. Released 2015, January","142.2","71.1","10.2","143.7","Yes","TFT capacitive touchscreen, 16M colors","5","540 x 960","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8926 Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSD","1","4","Yes","NA","NA","Wi-Fi","2300","Yes","NA","5 MP, autofocus, LED flash","720p@30fps","1 MP","ZTE","Imperial II"
"GSM / HSPA / LTE","2015, January","Available. Released 2015, January","162.1","83.1","7.9","171.8","Micro-SIM","Capacitive touchscreen, 16M colors","6","720 x 1280","16:9","NA","Android 4.4.4 (KitKat)","Qualcomm MSM8926 Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSD","2","4","Yes","No","NA","Wi-Fi","3200","Yes","NA","13 MP, autofocus, LED flash","Yes","5 MP","ZTE","Grand X Max+"
"GSM / HSPA / LTE","2014, December","Available. Released 2014, December","140.3","69.2","6.9","130","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5","1080 x 1920","16:9","NA","Android 4.4 (KitKat)","Qualcomm MSM8974AB Snapdragon 801","Quad-core 2.3 GHz Krait 400","Adreno 330","microSD","2","4","Yes","To be confirmed","NA","Wi-Fi","2400","Yes","330","13 MP, autofocus, dual-LED dual-tone flash","2160p@30fps, 1080p@60fps","5 MP","ZTE","Star 2"
"GSM / HSPA / LTE","2014, December","Available. Released 2014, December","144.6","73.9","9.6","150","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 4.4 (KitKat)","Qualcomm MSM8926 Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSD","2","4","Yes","No","NA","Wi-Fi","2300","Yes","NA","8 MP, autofocus, LED flash","1080p@30fps","2 MP","ZTE","Grand X Plus Z826"
"GSM / HSPA / LTE","2014, December","Available. Released 2014, December","134.6","66","10.2","136.1","Yes","TFT capacitive touchscreen, 16M colors","4.5","540 x 960","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8916 Snapdragon 410","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","80","5 MP, autofocus, LED flash","Yes","2 MP","ZTE","Speed"
"GSM / CDMA / HSPA / EVDO","2014, December","Available. Released 2014, December","157","77","7.9","120","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 4.2 (Jelly Bean)","Qualcomm MSM8674-1 Snapdragon 800","Quad-core 2.2 GHz Krait 400","Adreno 330","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","180","13 MP, autofocus, LED flash","1080p@30fps","5 MP, 1080p@30fps","ZTE","Grand S II"
"CDMA / EVDO / LTE","2014, June","Available. Released 2014, June","142.2","71.1","10.2","155.4","Yes","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 4.3 (Jelly Bean)","Qualcomm MSM8974AB Snapdragon 801","Quad-core 2.3 GHz Krait 400","Adreno 330","microSD","2","4","Yes","To be confirmed","Yes","Wi-Fi","2300","Yes","NA","13 MP, autofocus, LED flash","1080p@30fps","2 MP","ZTE","Grand S Pro"
"GSM / HSPA","2014, October","Available. Released 2014, October","117.6","62","12.2","110","Yes","Capacitive touchscreen","3.5","320 x 480","3:2","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8210 Snapdragon 200","Dual-core 1.2 GHz Cortex-A7","Adreno 302","microSD","0.5","4","Yes","NA","NA","Wi-Fi","1500","Yes","NA","2 MP","Yes","No","ZTE","Zinger"
"GSM / HSPA","2014, October","Available. Released 2014, October","162.1","83.1","7.9","171.8","Yes","TFT capacitive touchscreen, 16M colors","6","720 x 1280","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8212 Snapdragon 200","Quad-core 1.2 GHz Cortex-A7","Adreno 302","microSD","1","4","Yes","No","NA","Wi-Fi","3200","Yes","NA","8 MP, autofocus, LED flash","720p@30fps","1 MP","ZTE","Grand Xmax"
"GSM / HSPA / LTE","2014, September","Available. Released 2014, September","162.6","83.8","8.9","189.9","Micro-SIM","TFT capacitive touchscreen, 16M colors","5.7","720 x 1280","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8926 Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSD","2","4","Yes","FM radio","NA","Wi-Fi","3400","Yes","200","8 MP, autofocus, LED flash","1080p@30fps","1.6 MP, 720p","ZTE","Zmax"
"GSM / HSPA / LTE","2014, September","Available. Released 2014, November","142.3","70.4","7.8","NA","Micro-SIM","TFT capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8926 Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2300","Yes","180","8 MP or 13 MP, autofocus, LED flash","1080p@30fps","2 MP/ 1 MP (market dependent)","ZTE","Blade Vec 4G"
"GSM / HSPA","2014, September","Available. Released 2014, November","139.3","69.8","7.8","NA","Micro-SIM","TFT capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6582","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2300","Yes","170","8 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Blade Vec 3G"
"GSM / HSPA","2014, September","Available. Released 2014, November","132","66","9.1","135","Micro-SIM","TFT capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 4.4.2 (KitKat)","Mediatek MT6572","Dual-core 1.3 GHz Cortex-A7","Mali-400","microSD","0.5","3","Yes","FM radio","NA","Wi-Fi","1850","Yes","120","5 MP, autofocus, LED flash","720p@30fps","2 MP","ZTE","Kis 3 Max"
"GSM / HSPA / LTE","2014, August","Available. Released 2014, August","134.9","65.8","8.6","117.9","Micro-SIM","IGZO IPS LCD capacitive touchscreen, 16M colors","4.7","720 x 1280","16:9","NA","Android 4.3 (Jelly Bean)","Qualcomm Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","210","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","nubia Z5S mini NX405H"
"GSM / HSPA / LTE","2014, July","Available. Released 2014, July","153.2","75.7","8.9","NA","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5.5","1440 x 2560","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8974AC Snapdragon 801","Quad-core 2.5 GHz Krait 400","Adreno 330","No","3","4","Yes","FM radio","Yes","Wi-Fi","3000","Yes","250","13 MP, autofocus, OIS, dual-LED dual-tone flash","2160p@30fps, 1080p@30fps, stereo sound rec.","5 MP, 1080p@30fps","ZTE","nubia Z7"
"GSM / HSPA / LTE","2014, July","Available. Released 2014, July","152.7","76","8.7","160","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8974AC Snapdragon 801","Quad-core 2.5 GHz Krait 400","Adreno 330","microSD","2","4","Yes","FM radio","Yes","Wi-Fi","3100","Yes","240","13 MP, autofocus, LED flash","2160p@30fps, 1080p@30fps","5 MP, 1080p@30fps","ZTE","nubia Z7 Max"
"GSM / HSPA / LTE","2014, July","Available. Released 2014, July","140.9","69.3","8.2","143","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5","1080 x 1920","16:9","NA","Android 4.4.2 (KitKat)","Qualcomm MSM8974AA Snapdragon 801","Quad-core 2.0 GHz Krait 400","Adreno 330","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2300","Yes","180","13 MP, autofocus, LED flash","1080p@30fps","5 MP, 1080p@30fps","ZTE","nubia Z7 mini"
"GSM / HSPA","2014, May","Available. Released 2014, May","142.5","72.2","9","166","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5","480 x 854","16:9","NA","Android 4.2 (Jelly Bean)","Mediatek MT6582M","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","3","Yes","FM radio","NA","Wi-Fi","2000","Yes","130","5 MP or 8 MP, autofocus, LED flash","Yes","VGA/ 1 MP (market dependant)","ZTE","Blade L2"
